photos;name;price;enabled;amount;currency;producer;properties;description;category;sku;briefdescription
"http://www.breezart.ru/export/pool/photo/8000_pool_dh_vf_pb.png?1655992766; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992766; https://v-conn.ru/export/pool/struct/pool_dh_vf.png?1655992766; https://v-conn.ru/export/pool/photo/8000_pool_dh_vf_pb.png?1655992766; https://v-conn.ru/export/pool/photo/8000_pool_dh_vf_mb.png?1655992766; https://v-conn.ru/export/pool/photo/8000_pool_dh_vf_vb.png?1655992766; ";Вентиляционная установка с осушителем воздуха Breezart 8000 Pool DH VF;2 998 300 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 7500 - 8000 м³/ч; Максимальное сопротивление воздухопроводной сети: 400 Па; Тепловая мощность компрессора: 25,12 кВт; Электрическая мощность компрессора: 4,32 кВт; Максимальная потребляемая мощность: 8,32 кВт; Максимальный потребляемый ток: 12,6 А; Напряжение питания: 380 В; Уровень шума LwA на всасывании | на выпуске | от корпуса: 83 дБА | 70 дБА | 71 дБА; Уровень звукового давления LpA от корпуса: 56 дБА; Осушитель воздуха: есть; Тип охладителя: фреоновый (опция); ";"


Вентиляционная установка Pool DH VF комплектуется вентилятором серии EC, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками, а также встроенным осушителем воздуха. В отличие от канальных осушителей эта модель может осушать воздух дозированной подачей сухого наружного воздуха (требуются дополнительные клапаны и вытяжная установка). Серия Pool DH VF позволяет организовать полноценную систему вентиляции средней стоимости.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры для рабочего и дежурного режимов работы.</li>
<li>Задание влажности для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтра.</li>
<li>Подключение к локальной сети и управление с компьютера (windows).</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
<li>Возможность управления ККБ различного типа, в том числе сигналом 0-10В.</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722418;"Тип:    Вентиляционная установка с осушителем воздуха     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>8000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>150 - 200 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/8000_pool_pro_pb.png?1655992756; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992756; https://v-conn.ru/export/pool/struct/pool_pro.png?1655992756; https://v-conn.ru/export/pool/photo/8000_pool_pro_pb.png?1655992756; https://v-conn.ru/export/pool/photo/8000_pool_pro_mb.png?1655992756; ";Приточно-вытяжная установка с рекуператором и тепловым насосом Breezart 8000 Pool Pro;4 583 800 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 7500 - 8000 м³/ч; Максимальное сопротивление воздухопроводной сети: 400 Па; Тепловая мощность компрессора: 25,12 кВт; Электрическая мощность компрессора: 4,32 кВт; Электрическая мощность вентилятора притока: 4,00 кВт; Электрическая мощность вентилятора вытяжки: 4,00 кВт; Рекуператор: пластинчатый; Максимальная потребляемая мощность: 12,32 кВт; Максимальный потребляемый ток: 18,7 А; Напряжение питания: 380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 83 дБА | 70 дБА | 71 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 79 дБА | 74 дБА; Уровень звукового давления LpA от корпуса: 56 дБА; Масса: 980 кг; Тепловой насос: есть; Осушитель воздуха: опция; Тип охладителя: фреоновый (опция); ";"


 Промо-сайт серии Pool Pro Серия вентустановок Pool Pro разработана для обеспечения комфортного микроклимата в помещениях бассейнов при любых погодных условиях с минимально возможным расходом энергии. Эти модели комплектуются вентиляторами серии EC, работающими в режиме CAV, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками, противоточным рекуператором и тепловым насосом для экономичного нагрева воздуха в холодный период года. Осушение воздуха производится как дозированной подачей наружного воздуха, так и конденсационным осушителем (опция) – это позволяет поддерживать комфортные условия даже при жаркой и влажной погоде.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей. Дежурный режим позволяет экономить энергию, когда бассейн не используется.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры отдельно для рабочего и дежурного режимов работы, автоматическое задание температуры воздуха по температуре воды для экономии энергии (опция).</li>
<li>Задание влажности отдельно для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для экономичного осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Возможность управления ККБ различного типа, возможность работы с котлом, который снижает или повышает температуру теплоносителя в зависимости от внешних условий.</li>
<li>Подключение к локальной сети и управление с компьютера, удаленное управление через web-интерфейс (опция).</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722842;"Тип:    Приточно-вытяжная установка с рекуператором и тепловым насосом     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>8000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>150 - 200 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/10000_aqua_pool_dh_pb.png?1655992764; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992764; https://v-conn.ru/export/pool/struct/aqua_pool_dh.png?1655992764; https://v-conn.ru/export/pool/photo/10000_aqua_pool_dh_pb.png?1655992764; https://v-conn.ru/export/pool/photo/10000_aqua_pool_dh_mb.png?1655992764; ";Приточно-вытяжная установка с тепловым насосом Breezart 10000 Aqua Pool DH;3 703 800 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 9500 - 10000 м³/ч; Максимальное сопротивление воздухопроводной сети: 400 Па; Тепловая мощность компрессора: 33,16 кВт; Электрическая мощность компрессора: 5,56 кВт; Электрическая мощность вентилятора притока: 6,00 кВт; Электрическая мощность вентилятора вытяжки: 6,00 кВт; Максимальная потребляемая мощность: 17,56 кВт; Максимальный потребляемый ток: 26,6 А; Напряжение питания: 380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 84 дБА | 73 дБА | 72 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 80 дБА | 77 дБА; Уровень звукового давления LpA от корпуса: 58 дБА; Тепловой насос: есть; Осушитель воздуха: опция; Тип охладителя: фреоновый (опция); ";"


Приточно-вытяжная установка Aqua Pool DH комплектуется вентиляторами серии EC, работающими в режиме CAV, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками, а также тепловым насосом, позволяющим экономить энергию в холодный период года. Осушение воздуха производится как дозированной подачей наружного воздуха, так и конденсационным осушителем (опция) – это позволяет поддерживать комфортные условия даже при жаркой и влажной погоде.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей. Дежурный режим позволяет экономить энергию, когда бассейн не используется.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры отдельно для рабочего и дежурного режимов работы, автоматическое задание температуры воздуха по температуре воды для экономии энергии (опция).</li>
<li>Задание влажности отдельно для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для экономичного осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Возможность управления ККБ различного типа, возможность работы с котлом, который снижает или повышает температуру теплоносителя в зависимости от внешних условий.</li>
<li>Подключение к локальной сети и управление с компьютера, удаленное управление через web-интерфейс (опция).</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];17225;"Тип:    Приточно-вытяжная установка с тепловым насосом     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>10000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>180 - 220 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/10000_aqua_pool_ef_pb.png?1655992773; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992773; https://v-conn.ru/export/pool/struct/aqua_pool_ef.png?1655992773; ";Приточно-вытяжная установка с фреоновым охладителем Breezart 10000 Aqua Pool EF;;+;0;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 9500 - 10000 м³/ч; Максимальное сопротивление воздухопроводной сети: 400 Па; Электрическая мощность вентилятора притока: 6,00 кВт; Электрическая мощность вентилятора вытяжки: 6,00 кВт; Максимальная потребляемая мощность: 12,00 кВт; Максимальный потребляемый ток: 18,2 А; Напряжение питания: 380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 84 дБА | 73 дБА | 72 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 80 дБА | 77 дБА; Уровень звукового давления LpA от корпуса: 58 дБА; Тип охладителя: фреоновый; ";"


Приточно-вытяжная установка Aqua Pool EF комплектуется вентиляторами серии EC, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками, а также фреоновым охладителем для охлаждения приточного воздуха и снижения влажности. Для работы необходим внешний ККБ.

 
  <ul>
<li>Настройка сценариев для автоматического изменения параметров работы.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Регулируемая подача наружного воздуха для осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Подключение к локальной сети и управление с компьютера.</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
<li>Управление ККБ различного типа, в том числе сигналом 0-10В.</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722104;"Тип:    Приточно-вытяжная установка с фреоновым охладителем     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>10000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>180 - 220 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/10000_aqua_pool_mix_pb.png?1655992770; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992770; https://v-conn.ru/export/pool/struct/aqua_pool_mix.png?1655992770; ";Приточно-вытяжная установка с камерой смешения Breezart 10000 Aqua Pool Mix;2 190 100 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 9500 - 10000 м³/ч; Максимальное сопротивление воздухопроводной сети: 400 Па; Максимальная потребляемая мощность: 6,00 кВт; Максимальный потребляемый ток: 9,1 А; Напряжение питания: 380 В; Уровень шума LwA на всасывании | на выпуске | от корпуса: 84 дБА | 73 дБА | 72 дБА; Уровень звукового давления LpA от корпуса: 58 дБА; ";"


Приточно-вытяжная установка Aqua Pool Mix комплектуется вентиляторами серии EC, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками, а также камерой смешения, позволяющей снижать влажность в помещении бассейна дозированной подачей сухого наружного воздуха. Эта серия отличается низкой стоимостью и рекомендуется для регионов с умеренным климатом.

 
  <ul>
<li>Настройка сценариев для автоматического изменения параметров работы.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Регулируемая подача наружного воздуха для осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтра.</li>
<li>Подключение к локальной сети и управление с компьютера.</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722195;"Тип:    Приточно-вытяжная установка с камерой смешения     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>10000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>180 - 220 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/10000_aqua_pool_rp_pb.png?1655992760; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992760; https://v-conn.ru/export/pool/struct/aqua_pool_rp.png?1655992760; https://v-conn.ru/export/pool/photo/10000_aqua_pool_rp_pb.png?1655992760; https://v-conn.ru/export/pool/photo/10000_aqua_pool_rp_mb.png?1655992760; ";Приточно-вытяжная установка с рекуператором Breezart 10000 Aqua Pool RP;3 703 800 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 9500 - 10000 м³/ч; Максимальное сопротивление воздухопроводной сети: 400 Па; Электрическая мощность вентилятора притока: 6,00 кВт; Электрическая мощность вентилятора вытяжки: 6,00 кВт; Рекуператор: пластинчатый; Максимальная потребляемая мощность: 12,00 кВт; Максимальный потребляемый ток: 18,2 А; Напряжение питания: 380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 84 дБА | 73 дБА | 72 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 80 дБА | 77 дБА; Уровень звукового давления LpA от корпуса: 58 дБА; Тип охладителя: фреоновый (опция); ";"


Приточно-вытяжная установка Aqua Pool RP комплектуется вентиляторами серии EC, работающими в режиме CAV, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками, а также противоточным рекуператором, позволяющим экономить энергию в холодный период года. Осушение воздуха производится дозированной подачей наружного воздуха, поэтому эта серия рекомендуется для регионов с умеренным климатом.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей. Дежурный режим позволяет экономить энергию, когда бассейн не используется.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры отдельно для рабочего и дежурного режимов работы, автоматическое задание температуры воздуха по температуре воды для экономии энергии (опция).</li>
<li>Задание влажности отдельно для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для экономичного осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Возможность управления ККБ различного типа, возможность работы с котлом, который снижает или повышает температуру теплоносителя в зависимости от внешних условий.</li>
<li>Подключение к локальной сети и управление с компьютера, удаленное управление через web-интерфейс (опция).</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722369;"Тип:    Приточно-вытяжная установка с рекуператором     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>10000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>180 - 220 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/10000_aqua_pool_sm_pb.png?1655992769; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992769; https://v-conn.ru/export/pool/struct/aqua_pool_sm.png?1655992769; https://v-conn.ru/export/pool/photo/10000_aqua_pool_sm_pb.png?1655992769; https://v-conn.ru/export/pool/photo/10000_aqua_pool_sm_mb.png?1655992769; ";Приточно-вытяжная установка Breezart 10000 Aqua Pool SM;2 939 100 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 9500 - 10000 м³/ч; Максимальное сопротивление воздухопроводной сети: 400 Па; Электрическая мощность вентилятора притока: 6,00 кВт; Электрическая мощность вентилятора вытяжки: 6,00 кВт; Максимальная потребляемая мощность: 12,00 кВт; Максимальный потребляемый ток: 18,2 А; Напряжение питания: 380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 84 дБА | 73 дБА | 72 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 80 дБА | 77 дБА; Уровень звукового давления LpA от корпуса: 58 дБА; Тип охладителя: фреоновый (опция); ";"


Приточно-вытяжная установка Aqua Pool SM комплектуется вентиляторами серии EC с функцией CAV, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками. Снижение влажности производится дозированной подачей сухого наружного воздуха. Возможна работа в режиме воздушного отопления.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей. Дежурный режим позволяет экономить энергию, когда бассейн не используется.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры отдельно для рабочего и дежурного режимов работы, автоматическое задание температуры воздуха по температуре воды для экономии энергии (опция).</li>
<li>Задание влажности отдельно для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для экономичного осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Возможность управления ККБ различного типа (опция), возможность работы с котлом, который снижает или повышает температуру теплоносителя в зависимости от внешних условий.</li>
<li>Подключение к локальной сети и управление с компьютера, удаленное управление через web-интерфейс (опция).</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722524;"Тип:    Приточно-вытяжная установка     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>10000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>180 - 220 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/10000_eco_pro_pb.png?1655992759; http://www.breezart.ru/export/pool/photo/airgy_tpd_283_u_h.png?1655992759; https://v-conn.ru/export/pool/struct/eco_pro.png?1655992759; https://v-conn.ru/export/pool/photo/10000_eco_pro_pb.png?1655992759; https://v-conn.ru/export/pool/photo/10000_eco_pro_mb.png?1655992759; ";Приточно-вытяжная установка с рекуператором и тепловым насосом Airgy 10000 Eco Pro;9 123 900 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 9500 - 10000 м³/ч; Максимальное сопротивление воздухопроводной сети: 400 Па; Тепловая мощность компрессора: 33,16 кВт; Электрическая мощность компрессора: 5,56 кВт; Электрическая мощность вентилятора притока: 6,00 кВт; Электрическая мощность вентилятора вытяжки: 6,00 кВт; Рекуператор: пластинчатый; Максимальная потребляемая мощность: 17,56 кВт; Максимальный потребляемый ток: 26,6 А; Напряжение питания: 380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 84 дБА | 73 дБА | 72 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 80 дБА | 77 дБА; Уровень звукового давления LpA от корпуса: 58 дБА; Масса: 1100 кг; Тепловой насос: есть; Осушитель воздуха: опция; Тип охладителя: фреоновый (опция); ";"


 Промо-сайт Airgy Eco Pro Калькулятор для подбора AirgyНовая серия вентустановок Airgy Eco Pro разработана для обеспечения комфортного микроклимата в помещениях бассейнов при любых погодных условиях с минимально возможным расходом энергии. Среднее энергопотребление этой серии на 25 – 30% меньше, чем у аналогичных моделей Breezart серии Pool Pro. На вентустановки Airgy предоставляется пятилетняя гарантия при условии их своевременного обслуживания. Комплектация и особенности: Вентиляторы серии EC плавно изменяют расход воздуха в зависимости от его параметров – это позволяет снизить их среднее энергопотребление. Система автоматики JetLogic комплектуется всеми необходимыми датчиками и цветным сенсорным пультом управления. Противоточный полипропиленовый рекуператор и тепловой насос экономят энергию в холодный период года. Оптимизированная структурная схема увеличивает количество тепла возвращаемого через рекуператор. Осушение воздуха производится как дозированной подачей наружного воздуха, так и конденсационным осушителем (опция)  – это позволяет поддерживать комфортные условия даже при жаркой и влажной погоде. Охлаждение воздуха (опция) может выполняться как встроенной холодильной машиной, так и с помощью внешнего ККБ. Внутренние перегородки выполнены из нержавеющей стали, используется улучшенная фурнитура.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей. Дежурный режим позволяет экономить энергию, когда бассейн не используется.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры отдельно для рабочего и дежурного режимов работы, автоматическое задание температуры воздуха по температуре воды для экономии энергии.</li>
<li>Задание влажности отдельно для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для экономичного осушения ассимиляцией влаги. Управление подачей наружного воздуха выполняется по ID диаграмме: степень открытия клапана рассчитывается по влагосодержанию воздуха в помещении и наружного воздуха.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Возможность управления ККБ различного типа, возможность работы с котлом, который снижает или повышает температуру теплоносителя в зависимости от внешних условий.</li>
<li>Подключение к локальной сети и управление с компьютера, удаленное управление через web-интерфейс.</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722976;"Тип:    Приточно-вытяжная установка с рекуператором и тепловым насосом     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>10000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>180 - 220 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/10000_eco_rp_pb.png?1655992763; http://www.breezart.ru/export/pool/photo/airgy_tpd_283_u_h.png?1655992763; https://v-conn.ru/export/pool/struct/eco_rp.png?1655992763; https://v-conn.ru/export/pool/photo/10000_eco_rp_pb.png?1655992763; https://v-conn.ru/export/pool/photo/10000_eco_rp_mb.png?1655992763; ";Приточно-вытяжная установка с рекуператором Airgy 10000 Eco RP;5 555 700 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 9500 - 10000 м³/ч; Максимальное сопротивление воздухопроводной сети: 400 Па; Электрическая мощность вентилятора притока: 6,00 кВт; Электрическая мощность вентилятора вытяжки: 6,00 кВт; Рекуператор: пластинчатый; Максимальная потребляемая мощность: 12,00 кВт; Максимальный потребляемый ток: 18,2 А; Напряжение питания: 380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 84 дБА | 73 дБА | 72 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 80 дБА | 77 дБА; Уровень звукового давления LpA от корпуса: 58 дБА; Тип охладителя: фреоновый (опция); ";"


 Промо-сайт Airgy Калькулятор для подбора Airgy Новая серия вентустановок Airgy Eco RP разработана для обеспечения комфортного микроклимата в помещениях бассейнов с минимально возможным расходом энергии без использования теплового насоса. Среднее энергопотребление этой серии на 20 – 25% меньше, чем у аналогичных моделей Breezart серии Aqua Pool RP. На вентустановки Airgy предоставляется пятилетняя гарантия при условии их своевременного обслуживания. Комплектация и особенности: Вентиляторы серии EC плавно изменяют расход воздуха в зависимости от его параметров – это позволяет снизить их среднее энергопотребление. Система автоматики JetLogic комплектуется всеми необходимыми датчиками и цветным сенсорным пультом управления. Противоточный полипропиленовый рекуператор экономит энергию в холодный период года. Оптимизированная структурная схема увеличивает количество тепла возвращаемого через рекуператор. Осушение воздуха производится наиболее экономичным способом: дозированной подачей сухого наружного воздуха. При необходимости возможно охлаждение и осушение воздуха с помощью внешнего ККБ (опция). Внутренние перегородки выполнены из нержавеющей стали, используется улучшенная фурнитура.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей. Дежурный режим позволяет экономить энергию, когда бассейн не используется.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры отдельно для рабочего и дежурного режимов работы, автоматическое задание температуры воздуха по температуре воды для экономии энергии.</li>
<li>Задание влажности отдельно для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для экономичного осушения ассимиляцией влаги. Управление подачей наружного воздуха выполняется по ID диаграмме: степень открытия клапана рассчитывается по влагосодержанию воздуха в помещении и наружного воздуха.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Возможность управления ККБ различного типа, возможность работы с котлом, который снижает или повышает температуру теплоносителя в зависимости от внешних условий.</li>
<li>Подключение к локальной сети и управление с компьютера, удаленное управление через web-интерфейс.</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722223;"Тип:    Приточно-вытяжная установка с рекуператором     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>10000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>180 - 220 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/10000_pool_dh_lite_pb.png?1655992768; https://v-conn.ru/export/pool/struct/pool_dh_lite.png?1655992768; ";Канальный осушитель воздуха Breezart 10000 Pool DH Lite;3 094 300 ;+;1;RUB;Breezart;"Расход воздуха: 9500 - 10000 м³/ч; Максимальное сопротивление воздухопроводной сети: 400 Па; Тепловая мощность компрессора: 33,16 кВт; Электрическая мощность компрессора: 5,56 кВт; Максимальная потребляемая мощность: 11,56 кВт; Максимальный потребляемый ток: 17,5 А; Напряжение питания: 380 В; Уровень шума LwA на всасывании | на выпуске | от корпуса: 84 дБА | 73 дБА | 72 дБА; Уровень звукового давления LpA от корпуса: 58 дБА; Осушитель воздуха: есть; ";"


Канальный осушитель воздуха Pool DH Lite комплектуется вентилятором серии EC и системой автоматики JetLogic со всеми необходимыми датчиками. Возможна работа с подмесом фиксированного количества наружного воздуха (до 10%). Осушитель не оснащается нагревателем воздуха и не имеет пульта управления (управление производится от гигростата).

 
  <ul>
<li>Поддержание заданного уровня влажности, управление от гигростата.</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722353;"Тип:    Канальный осушитель воздуха     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>10000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>180 - 220 м²</td></tr>   </tbody><br>"
